,Year,Model,Cluster,Features
455,2011,LDA,0.0,company million companies year percent said billion business startup new
456,2011,LDA,1.0,said company technology new data power like customers car hp
457,2011,LDA,2.0,game like people time new way make world really don
458,2011,LDA,3.0,google users facebook service social app new web company content
459,2011,LDA,4.0,games game apple android mobile iphone app new ipad phone
460,2011,NMF,0.0,like people facebook twitter video new time don way want
461,2011,NMF,1.0,game games play gaming players zynga gamers nintendo playing said
462,2011,NMF,2.0,apple iphone ipad samsung android tablet phone verizon device devices
463,2011,NMF,3.0,google search android social chrome facebook users page results microsoft
464,2011,NMF,4.0,app apps mobile android users store developers facebook ios iphone
465,2011,NMF,5.0,company million funding round companies capital raised percent year said
466,2011,LDA,0.0,company companies people like time new business startup startups said
467,2011,LDA,1.0,said company data technology mobile new power hp car energy
468,2011,LDA,2.0,google facebook users like new twitter social app service people
469,2011,LDA,3.0,game games like play time new video gaming world players
470,2011,LDA,4.0,apple android app iphone mobile ipad apps phone new devices
471,2011,LDA,5.0,company million percent mobile year said social billion users new
472,2011,NMF,0.0,like people video time new don ll way really know
473,2011,NMF,1.0,game games play gaming players zynga gamers nintendo developers playing
474,2011,NMF,2.0,apple iphone ipad samsung tablet android verizon device jobs devices
475,2011,NMF,3.0,google search android chrome results page microsoft users social web
476,2011,NMF,4.0,app mobile apps android users store developers ios iphone phone
477,2011,NMF,5.0,company million funding companies round capital raised percent year said
478,2011,NMF,6.0,facebook social twitter users friends network zynga media people news
479,2011,LDA,0.0,like people time don think make going way want know
480,2011,LDA,1.0,apple phone mobile iphone android microsoft devices new tablet device
481,2011,LDA,2.0,google facebook users social twitter new like people service search
482,2011,LDA,3.0,game games like play video new time gaming players sony
483,2011,LDA,4.0,app apps mobile android iphone apple new ipad developers music
484,2011,LDA,5.0,million company percent year billion mobile social users online zynga
485,2011,LDA,6.0,company companies million said new startup funding technology based capital
486,2011,NMF,0.0,like people video time new don way really know ll
487,2011,NMF,1.0,game games play gaming players zynga gamers nintendo developers playing
488,2011,NMF,2.0,apple iphone ipad jobs ios steve samsung store mac verizon
489,2011,NMF,3.0,google search chrome android results page users social web microsoft
490,2011,NMF,4.0,app apps mobile users store android developers ios iphone free
491,2011,NMF,5.0,company million funding round companies capital raised percent year startup
492,2011,NMF,6.0,facebook social twitter users friends network zynga media news people
493,2011,NMF,7.0,android phone tablet mobile windows samsung microsoft device devices verizon
494,2011,LDA,0.0,game games play like time world said gaming people players
495,2011,LDA,1.0,said apple company microsoft technology hp jobs companies power intel
496,2011,LDA,2.0,google facebook users twitter social people like new search site
497,2011,LDA,3.0,video service music cloud tv amazon content sony users new
498,2011,LDA,4.0,like new time ll really little video nintendo right way
499,2011,LDA,5.0,million company percent year billion sales revenue social quarter users
500,2011,LDA,6.0,company companies startup new funding million capital business based founder
501,2011,LDA,7.0,mobile app android iphone apple apps phone ipad devices new
502,2011,NMF,0.0,like people time don new really know way ll want
503,2011,NMF,1.0,game games play gaming players zynga gamers nintendo developers playing
504,2011,NMF,2.0,apple iphone ipad jobs ios steve samsung store mac quarter
505,2011,NMF,3.0,google search chrome android results page users social web microsoft
506,2011,NMF,4.0,app apps mobile users store android developers iphone ios ipad
507,2011,NMF,5.0,company million funding round companies capital raised percent startup year
508,2011,NMF,6.0,facebook social twitter users friends network zynga media news people
509,2011,NMF,7.0,android phone mobile tablet windows samsung microsoft verizon device devices
510,2011,NMF,8.0,video music service tv amazon streaming netflix content sony youtube
511,2011,LDA,0.0,game games play gaming said players zynga new sony like
512,2011,LDA,1.0,deals deal customers groupon energy company card credit business china
513,2011,LDA,2.0,google facebook users social new like app web data people
514,2011,LDA,3.0,tablet cloud amazon new microsoft device said hp devices software
515,2011,LDA,4.0,like time people really way don think know make going
516,2011,LDA,5.0,video music twitter content service media tv news new streaming
517,2011,LDA,6.0,company companies startup said new business founder startups technology ceo
518,2011,LDA,7.0,mobile apple app android iphone phone apps ipad devices ios
519,2011,LDA,8.0,million company percent year billion said revenue social sales quarter
520,2011,NMF,0.0,like people time don new know really way ll want
521,2011,NMF,1.0,game games play gaming players zynga gamers nintendo developers playing
522,2011,NMF,2.0,apple iphone ipad jobs ios steve samsung store mac verizon
523,2011,NMF,3.0,google search chrome android results page users social web microsoft
524,2011,NMF,4.0,app apps android store users developers ios ipad iphone free
525,2011,NMF,5.0,company million funding round capital companies raised startup year ventures
526,2011,NMF,6.0,facebook social twitter users friends zynga network media news people
527,2011,NMF,7.0,android tablet samsung phone windows microsoft tablets inch device galaxy
528,2011,NMF,8.0,video music service tv streaming netflix content sony amazon youtube
529,2011,NMF,9.0,mobile verizon phone data network iphone sprint wireless phones devices
530,2011,LDA,0.0,game games play gaming players new said sony like gamers
531,2011,LDA,1.0,mobile customers hp card verizon network credit company wireless deal
532,2011,LDA,2.0,google facebook search users new like people twitter friends app
533,2011,LDA,3.0,music cloud amazon video tv service microsoft new tablet streaming
534,2011,LDA,4.0,like people time don really way think make know going
535,2011,LDA,5.0,users social site data content twitter service new web company
536,2011,LDA,6.0,said technology power new company jobs car energy intel world
537,2011,LDA,7.0,apple app mobile android iphone apps phone ipad devices new
538,2011,LDA,8.0,million company percent year billion market said sales revenue quarter
539,2011,LDA,9.0,company companies startup funding capital million business founder round new
540,2012,NMF,0.0,company million startup companies data new funding service business like
541,2012,NMF,1.0,game games players play gaming zynga like video said gamesbeat
542,2012,NMF,2.0,apple app ipad iphone windows samsung android mobile phone apps
543,2012,NMF,3.0,facebook social app users twitter friends mobile instagram ads apps
544,2012,NMF,4.0,google search android maps results nexus users youtube web page
545,2012,LDA,0.0,facebook users social app new twitter like content people site
546,2012,LDA,1.0,company million mobile percent year said new data companies cloud
547,2012,LDA,2.0,apple google app mobile new android iphone apps ipad windows
548,2012,LDA,3.0,game games like new play video time players gaming said
549,2012,LDA,4.0,people like time new said companies company make startup way
550,2012,NMF,0.0,app apps mobile users android windows ios developers new phone
551,2012,NMF,1.0,game games players play gaming like zynga video said gamesbeat
552,2012,NMF,2.0,apple ipad samsung iphone percent galaxy device tablet devices quarter
553,2012,NMF,3.0,facebook social twitter users ads friends ipo instagram zuckerberg network
554,2012,NMF,4.0,google search maps android nexus results youtube page data browser
555,2012,NMF,5.0,company million companies startup data funding new business said round
556,2012,LDA,0.0,facebook social users twitter new content people site like media
557,2012,LDA,1.0,company data companies new cloud service business startup million funding
558,2012,LDA,2.0,app google mobile apps android users ios new developers like
559,2012,LDA,3.0,apple new microsoft windows ipad iphone devices tablet device tv
560,2012,LDA,4.0,million company percent year said mobile billion market revenue zynga
561,2012,LDA,5.0,game games like people time new said make world way
562,2012,NMF,0.0,like people new time twitter video site way content don
563,2012,NMF,1.0,game games players play gaming zynga gamesbeat player said title
564,2012,NMF,2.0,apple ipad samsung iphone galaxy tablet device devices windows percent
565,2012,NMF,3.0,facebook social users ads twitter friends ipo instagram zuckerberg network
566,2012,NMF,4.0,google search maps android nexus results youtube data browser page
567,2012,NMF,5.0,million company funding round capital ventures companies year raised percent
568,2012,NMF,6.0,app apps mobile android users ios developers windows store phone
569,2012,LDA,0.0,company million startup funding companies new capital round startups investors
570,2012,LDA,1.0,data service cloud users company content new customers services use
571,2012,LDA,2.0,app google mobile apps android users new ios phone developers
572,2012,LDA,3.0,apple microsoft new windows ipad video tv iphone device tablet
573,2012,LDA,4.0,million company percent year billion said mobile market sales revenue
574,2012,LDA,5.0,game games like new play time players said gaming world
575,2012,LDA,6.0,facebook people like social twitter time new don want make
576,2012,NMF,0.0,like people new time twitter video site way content don
577,2012,NMF,1.0,game games players play gaming zynga gamesbeat player said title
578,2012,NMF,2.0,apple ipad iphone samsung galaxy device percent tablet mini ios
579,2012,NMF,3.0,facebook social users ads twitter friends ipo zuckerberg instagram network
580,2012,NMF,4.0,google search maps android nexus results youtube data browser page
581,2012,NMF,5.0,million company funding round capital ventures companies year raised percent
582,2012,NMF,6.0,app apps mobile users android ios developers store iphone new
583,2012,NMF,7.0,windows microsoft phone nokia tablet devices surface os android device
584,2012,LDA,0.0,facebook social million company funding round users new ventures media
585,2012,LDA,1.0,data service company cloud new customers users services online use
586,2012,LDA,2.0,app google mobile apps users new android ios developers search
587,2012,LDA,3.0,apple windows microsoft ipad new devices iphone device tablet phone
588,2012,LDA,4.0,million percent company year mobile billion market said sales revenue
589,2012,LDA,5.0,game games new play gaming players said video gamesbeat zynga
590,2012,LDA,6.0,companies startup company new said startups technology business tech founder
591,2012,LDA,7.0,like people time don really make think want way know
592,2012,NMF,0.0,people like time new twitter don make way want startup
593,2012,NMF,1.0,game games players play gaming zynga gamesbeat player said title
594,2012,NMF,2.0,apple ipad iphone samsung galaxy percent device ios tablet mini
595,2012,NMF,3.0,facebook social users ads twitter friends ipo zuckerberg instagram network
596,2012,NMF,4.0,google search maps android nexus results data browser page drive
597,2012,NMF,5.0,million company funding round capital ventures percent companies year raised
598,2012,NMF,6.0,app apps mobile users android ios developers store iphone user
599,2012,NMF,7.0,windows microsoft phone nokia tablet devices surface os android device
600,2012,NMF,8.0,video tv content videos youtube music netflix amazon streaming service
601,2012,LDA,0.0,company million startup funding new capital companies round startups investors
602,2012,LDA,1.0,users new site service like company search user twitter use
603,2012,LDA,2.0,app mobile google apps android ios users developers new iphone
604,2012,LDA,3.0,apple microsoft windows new ipad iphone device samsung tablet phone
605,2012,LDA,4.0,million company percent year billion said mobile market quarter revenue
606,2012,LDA,5.0,game games like time new play people said players world
607,2012,LDA,6.0,facebook social people twitter like friends news instagram photo new
608,2012,LDA,7.0,data cloud technology companies business said software company new use
609,2012,LDA,8.0,content video tv amazon music ad new online media service
610,2012,NMF,0.0,people like time new twitter don startup want make way
611,2012,NMF,1.0,game games players play gaming zynga gamesbeat player said title
612,2012,NMF,2.0,apple ipad iphone samsung galaxy device ios tablet mini percent
613,2012,NMF,3.0,facebook social users ads twitter friends zuckerberg ipo instagram network
614,2012,NMF,4.0,google search maps android nexus results browser page engine drive
615,2012,NMF,5.0,million company funding round capital percent year ventures raised investors
616,2012,NMF,6.0,app apps mobile users android ios developers store iphone user
617,2012,NMF,7.0,windows microsoft phone nokia tablet devices surface os android device
618,2012,NMF,8.0,video tv content videos youtube music netflix streaming service media
619,2012,NMF,9.0,data cloud customers service enterprise services storage software amazon companies
620,2012,LDA,0.0,company startup million funding companies new capital startups round investors
621,2012,LDA,1.0,data cloud service company customers services new use business users
622,2012,LDA,2.0,app mobile apps android ios new phone users iphone developers
623,2012,LDA,3.0,apple microsoft windows ipad new tablet iphone devices tablets device
624,2012,LDA,4.0,million percent company year billion said market mobile revenue sales
625,2012,LDA,5.0,game games play gaming players new said gamesbeat zynga developers
626,2012,LDA,6.0,facebook social users twitter people new site venturebeat friends like
627,2012,LDA,7.0,like people time don make really way think want going
628,2012,LDA,8.0,video content tv music amazon new media ad service digital
629,2012,LDA,9.0,google search samsung patent yahoo maps company patents galaxy nexus
630,2013,NMF,0.0,company million data companies said funding startup new business round
631,2013,NMF,1.0,game games xbox players gaming play playstation gamesbeat console developer
632,2013,NMF,2.0,app facebook users apps mobile twitter social like android people
633,2013,NMF,3.0,apple iphone samsung percent ipad devices device phone android ios
634,2013,NMF,4.0,google glass search android maps data microsoft reader play information
635,2013,LDA,0.0,company million startup funding said new companies startups people capital
636,2013,LDA,1.0,game games like new microsoft time apple said xbox play
637,2013,LDA,2.0,data cloud company service new customers companies like services said
638,2013,LDA,3.0,app google users facebook apps new like mobile twitter people
639,2013,LDA,4.0,million mobile company percent year market billion said apple revenue
640,2013,NMF,0.0,data like people said new time make work way want
641,2013,NMF,1.0,game games xbox players gaming play playstation console gamesbeat developer
642,2013,NMF,2.0,app facebook apps users mobile twitter android ios social developers
643,2013,NMF,3.0,apple iphone samsung ipad devices percent android device phone ios
644,2013,NMF,4.0,google glass search android maps play reader microsoft youtube page
645,2013,NMF,5.0,million company funding round capital raised ventures investors percent startup
646,2013,LDA,0.0,company million companies startup funding new said startups capital investors
647,2013,LDA,1.0,apple devices android device microsoft new phone iphone windows google
648,2013,LDA,2.0,data company cloud service customers new services business mobile companies
649,2013,LDA,3.0,app google users facebook new apps like twitter social people
650,2013,LDA,4.0,million percent company mobile year billion said revenue market sales
651,2013,LDA,5.0,game games like new time people said make xbox world
652,2013,NMF,0.0,data like people new said time make way work want
653,2013,NMF,1.0,game games xbox players gaming play playstation console gamesbeat developer
654,2013,NMF,2.0,app apps mobile users android ios developers store user windows
655,2013,NMF,3.0,apple iphone samsung ipad percent devices device quarter phone ios
656,2013,NMF,4.0,google glass search android maps reader play microsoft youtube page
657,2013,NMF,5.0,million company funding round capital raised ventures investors startup companies
658,2013,NMF,6.0,facebook twitter social ads users ad feed instagram search friends
659,2013,LDA,0.0,company startup million companies funding new startups said capital investors
660,2013,LDA,1.0,apple devices android microsoft device new phone iphone windows samsung
661,2013,LDA,2.0,data company cloud customers service new services mobile business companies
662,2013,LDA,3.0,app google users facebook apps like twitter new mobile social
663,2013,LDA,4.0,video content tv music new media digital service amazon online
664,2013,LDA,5.0,game games like new time said people make world players
665,2013,LDA,6.0,million percent company year mobile billion market said revenue sales
666,2013,NMF,0.0,like people data new said time make way want work
667,2013,NMF,1.0,game games players gaming play xbox playstation gamesbeat developer nintendo
668,2013,NMF,2.0,app apps mobile users android ios developers store user new
669,2013,NMF,3.0,apple iphone samsung ipad percent ios quarter devices device smartphone
670,2013,NMF,4.0,google glass search android maps reader play youtube page results
671,2013,NMF,5.0,million company funding round capital raised ventures investors companies startup
672,2013,NMF,6.0,facebook twitter social ads ad users feed search instagram friends
673,2013,NMF,7.0,microsoft windows xbox phone nokia surface sony console cloud playstation
674,2013,LDA,0.0,people said like time company new companies make work data
675,2013,LDA,1.0,google app apps new apple android device microsoft devices ios
676,2013,LDA,2.0,data company cloud service customers new business said services platform
677,2013,LDA,3.0,facebook app users social twitter mobile people like new search
678,2013,LDA,4.0,video content music tv new amazon service digital media videos
679,2013,LDA,5.0,game games like new xbox said players time play gaming
680,2013,LDA,6.0,million funding company capital investors startup round raised companies startups
681,2013,LDA,7.0,percent million mobile company year apple market billion said revenue
682,2013,NMF,0.0,like people new time said make video want way work
683,2013,NMF,1.0,game games players gaming play xbox playstation gamesbeat developer nintendo
684,2013,NMF,2.0,app apps mobile users android ios developers store user new
685,2013,NMF,3.0,apple iphone samsung ipad percent ios devices quarter device china
686,2013,NMF,4.0,google glass search android maps reader play youtube page results
687,2013,NMF,5.0,million company funding round capital raised ventures investors startup percent
688,2013,NMF,6.0,facebook twitter social ads ad users feed search instagram friends
689,2013,NMF,7.0,microsoft windows xbox phone nokia surface sony console playstation devices
690,2013,NMF,8.0,data cloud security information companies nsa services analytics customers enterprise
691,2013,LDA,0.0,people like said time make work way don want world
692,2013,LDA,1.0,google data information microsoft glass government security search nsa internet
693,2013,LDA,2.0,data company cloud customers business service said companies services new
694,2013,LDA,3.0,facebook users social twitter app mobile people like new ad
695,2013,LDA,4.0,video content tv music amazon new service digital media videos
696,2013,LDA,5.0,game games like xbox new players play said gaming time
697,2013,LDA,6.0,million funding company startup capital investors round companies startups raised
698,2013,LDA,7.0,apple percent year million company mobile market billion samsung said
699,2013,LDA,8.0,app apps new mobile android device developers devices ios like
700,2013,NMF,0.0,people like new time said make want way work don
701,2013,NMF,1.0,game games players gaming play xbox playstation gamesbeat developer nintendo
702,2013,NMF,2.0,app apps mobile users android ios developers store user new
703,2013,NMF,3.0,apple iphone samsung ipad percent ios devices quarter device china
704,2013,NMF,4.0,google glass search android maps reader play youtube page results
705,2013,NMF,5.0,million company funding round capital raised ventures investors startup percent
706,2013,NMF,6.0,facebook social ads friends search feed ad mobile users home
707,2013,NMF,7.0,microsoft windows xbox phone nokia surface sony console playstation devices
708,2013,NMF,8.0,data cloud security services information companies nsa analytics customers enterprise
709,2013,NMF,9.0,twitter social tv music media video content users ad service
710,2013,LDA,0.0,million company startup funding capital startups companies investors round raised
711,2013,LDA,1.0,google apple iphone android new glass ipad like ios device
712,2013,LDA,2.0,data company customers cloud business service services companies said new
713,2013,LDA,3.0,app mobile apps users developers new ios android like web
714,2013,LDA,4.0,video content music tv new students digital service videos media
715,2013,LDA,5.0,game games like said new time players people play world
716,2013,LDA,6.0,data people said information technology health like time government new
717,2013,LDA,7.0,percent million mobile company year billion market said revenue quarter
718,2013,LDA,8.0,microsoft device devices new windows hardware xbox software phone screen
719,2013,LDA,9.0,facebook social twitter users people like ad ads search site
720,2014,NMF,0.0,company million data companies funding round said startup new capital
721,2014,NMF,1.0,game games xbox players gaming play playstation gamesbeat nintendo like
722,2014,NMF,2.0,app google apps users android like phone new mobile ios
723,2014,NMF,3.0,facebook twitter social mobile ad ads users content advertising media
724,2014,NMF,4.0,apple iphone ipad samsung ios device devices watch new patent
725,2014,LDA,0.0,company data companies million new said business funding based startup
726,2014,LDA,1.0,people like time make don want way said new think
727,2014,LDA,2.0,company million percent year microsoft billion amazon market new said
728,2014,LDA,3.0,app users google mobile new apps facebook apple android like
729,2014,LDA,4.0,game games new like players xbox play gaming said credit
730,2014,NMF,0.0,company million data companies funding said round startup new capital
731,2014,NMF,1.0,game games xbox players gaming play playstation gamesbeat nintendo like
732,2014,NMF,2.0,app apps users mobile ios android like phone new user
733,2014,NMF,3.0,facebook twitter social ad ads mobile users content media advertising
734,2014,NMF,4.0,apple iphone device samsung ipad devices ios new watch phone
735,2014,NMF,5.0,google microsoft android cloud search amazon glass data windows services
736,2014,LDA,0.0,company million data companies new funding business said based startup
737,2014,LDA,1.0,people like time make said new don way want work
738,2014,LDA,2.0,company microsoft million year percent amazon market billion mobile new
739,2014,LDA,3.0,facebook data mobile social content users twitter ad media said
740,2014,LDA,4.0,game games like players new xbox gaming play said credit
741,2014,LDA,5.0,app new google apps users apple like android mobile device
742,2014,NMF,0.0,million company funding round capital raised ventures investors startup partners
743,2014,NMF,1.0,game games xbox players gaming play playstation gamesbeat nintendo mobile
744,2014,NMF,2.0,app apps mobile users ios android store developers user phone
745,2014,NMF,3.0,facebook twitter social ad ads mobile users content media advertising
746,2014,NMF,4.0,apple iphone device samsung ipad devices ios new watch phone
747,2014,NMF,5.0,google android microsoft search glass cloud amazon windows apps play
748,2014,NMF,6.0,data like people said time companies new technology company make
749,2014,LDA,0.0,company data million new funding business cloud customers service said
750,2014,LDA,1.0,like people time make don want way said think work
751,2014,LDA,2.0,company microsoft million year percent amazon market billion apple sales
752,2014,LDA,3.0,facebook mobile users social content twitter app ad media ads
753,2014,LDA,4.0,game games players xbox gaming new play said like playstation
754,2014,LDA,5.0,app google new apps apple android users device devices like
755,2014,LDA,6.0,companies technology data health tech new said security startups internet
756,2014,NMF,0.0,million company funding round capital raised ventures investors startup venture
757,2014,NMF,1.0,game games xbox players gaming play playstation mobile nintendo gamesbeat
758,2014,NMF,2.0,like people time new make said way want don work
759,2014,NMF,3.0,app apps mobile users ios android store developers user phone
760,2014,NMF,4.0,apple iphone ipad device samsung devices ios new watch phone
761,2014,NMF,5.0,google android search glass microsoft amazon cloud play apps new
762,2014,NMF,6.0,data cloud security microsoft software companies health customers analytics information
763,2014,NMF,7.0,facebook twitter social ad ads mobile users advertising media content
764,2014,LDA,0.0,data cloud company customers business marketing companies software service new
765,2014,LDA,1.0,like people time make don want way think really things
766,2014,LDA,2.0,microsoft year percent apple company amazon million market billion sales
767,2014,LDA,3.0,mobile app facebook users social twitter ad content apps ads
768,2014,LDA,4.0,game games players xbox gaming play new said like playstation
769,2014,LDA,5.0,app new google android apps like apple device users video
770,2014,LDA,6.0,data health security technology said internet information companies google government
771,2014,LDA,7.0,company million funding new startup companies capital round investors raised
772,2014,NMF,0.0,million company funding round capital raised ventures investors startup venture
773,2014,NMF,1.0,game games players gaming play mobile xbox nintendo gamesbeat playstation
774,2014,NMF,2.0,like people time new make said way want don work
775,2014,NMF,3.0,app apps mobile users ios android store developers user messaging
776,2014,NMF,4.0,apple iphone ipad device samsung ios devices watch new music
777,2014,NMF,5.0,google android search glass amazon cloud play apps web engine
778,2014,NMF,6.0,data cloud health security companies software customers analytics information marketing
779,2014,NMF,7.0,facebook twitter social ad ads mobile users advertising media content
780,2014,NMF,8.0,microsoft windows xbox cloud phone sony playstation nokia office surface
781,2014,LDA,0.0,data cloud company software companies business marketing customers said new
782,2014,LDA,1.0,like people time make don want way think really things
783,2014,LDA,2.0,microsoft apple year percent company market million mobile billion new
784,2014,LDA,3.0,facebook mobile social content users twitter ad media ads video
785,2014,LDA,4.0,game games xbox players gaming play new said playstation gamesbeat
786,2014,LDA,5.0,app google new apps users android ios mobile like device
787,2014,LDA,6.0,health tech companies technology said internet data new google information
788,2014,LDA,7.0,company million funding startup new round capital investors raised companies
789,2014,LDA,8.0,service amazon music online services card new company bitcoin pay
790,2014,NMF,0.0,million company funding round capital raised ventures investors startup venture
791,2014,NMF,1.0,game games players gaming play mobile xbox nintendo playstation gamesbeat
792,2014,NMF,2.0,like people time new make said way want don work
793,2014,NMF,3.0,app apps mobile users ios android store developers user messaging
794,2014,NMF,4.0,apple iphone ipad samsung ios device devices watch new patent
795,2014,NMF,5.0,google android search glass play apps engine project web cloud
796,2014,NMF,6.0,data cloud health security software companies analytics customers information marketing
797,2014,NMF,7.0,facebook twitter social ad ads users mobile media advertising content
798,2014,NMF,8.0,microsoft windows xbox playstation nokia sony phone cloud office surface
799,2014,NMF,9.0,amazon music tv service streaming video cloud content services netflix
800,2014,LDA,0.0,data company business customers marketing companies software said platform new
801,2014,LDA,1.0,game games like players new xbox gaming said play credit
802,2014,LDA,2.0,microsoft percent million company year billion market mobile sales revenue
803,2014,LDA,3.0,facebook social content mobile twitter users ad media ads video
804,2014,LDA,4.0,health devices device new technology hardware like smart samsung use
805,2014,LDA,5.0,like app people new time users want way don make
806,2014,LDA,6.0,data security google internet said cloud companies information public government
807,2014,LDA,7.0,million company funding new startup capital round companies investors raised
808,2014,LDA,8.0,people like time make work world don think way need
809,2014,LDA,9.0,app google apple apps mobile android new users ios developers
810,2015,NMF,0.0,company million companies data said startup business funding new round
811,2015,NMF,1.0,game games players gaming play xbox nintendo playstation gamesbeat like
812,2015,NMF,2.0,app users facebook mobile twitter apps content video user ad
813,2015,NMF,3.0,apple watch iphone music tv new device ios ipad samsung
814,2015,NMF,4.0,google microsoft windows android search cloud chrome new devices apps
815,2015,LDA,0.0,game games new apple like play image credit time watch
816,2015,LDA,1.0,company companies million new business said data startup technology capital
817,2015,LDA,2.0,people like time data make said way don want work
818,2015,LDA,3.0,app google users new apps mobile facebook microsoft android user
819,2015,LDA,4.0,mobile percent million year company said billion ad video content
820,2015,NMF,0.0,data like companies people technology said time company new marketing
821,2015,NMF,1.0,game games players gaming xbox play nintendo playstation mobile gamesbeat
822,2015,NMF,2.0,app facebook users mobile apps twitter content video ad user
823,2015,NMF,3.0,apple watch iphone music tv new device ios ipad samsung
824,2015,NMF,4.0,google microsoft android windows search chrome cloud new apps devices
825,2015,NMF,5.0,million company funding round capital raised billion percent ventures investors
826,2015,LDA,0.0,data technology cloud software new said companies use security information
827,2015,LDA,1.0,company million companies new startup business capital funding said round
828,2015,LDA,2.0,like people time make don way want said work going
829,2015,LDA,3.0,app google users new apps facebook android mobile twitter company
830,2015,LDA,4.0,mobile percent marketing company million year said sales ad content
831,2015,LDA,5.0,game games apple new play gaming players like microsoft mobile
832,2015,NMF,0.0,data like companies people technology said time company marketing new
833,2015,NMF,1.0,game games players gaming play nintendo playstation xbox mobile gamesbeat
834,2015,NMF,2.0,app facebook users mobile apps twitter content video ad user
835,2015,NMF,3.0,apple watch iphone music tv new device ios ipad streaming
836,2015,NMF,4.0,google android search chrome cloud maps new project play apps
837,2015,NMF,5.0,million company funding round capital raised billion ventures percent investors
838,2015,NMF,6.0,microsoft windows xbox cloud office new phone build operating devices
839,2015,LDA,0.0,apple new watch device devices vr phone iphone virtual samsung
840,2015,LDA,1.0,company million new companies startup said capital year business funding
841,2015,LDA,2.0,data companies technology said business company marketing time new people
842,2015,LDA,3.0,app google users apps mobile new microsoft android windows company
843,2015,LDA,4.0,facebook content mobile video twitter ad social marketing users media
844,2015,LDA,5.0,game games mobile year gaming said players new play percent
845,2015,LDA,6.0,like people time make want don way ll going really
846,2015,NMF,0.0,people like time make said work new don want way
847,2015,NMF,1.0,game games players gaming play mobile nintendo playstation xbox gamesbeat
848,2015,NMF,2.0,app facebook users mobile apps twitter content video ios user
849,2015,NMF,3.0,apple watch iphone music tv new device ios ipad streaming
850,2015,NMF,4.0,google android search chrome maps cloud new project play apps
851,2015,NMF,5.0,million company funding round capital raised billion ventures investors year
852,2015,NMF,6.0,microsoft windows xbox office new cloud phone build operating devices
853,2015,NMF,7.0,data marketing cloud customer customers analytics security companies information business
854,2015,LDA,0.0,data cloud technology software security new use said information companies
855,2015,LDA,1.0,company million startup capital funding new round companies investors raised
856,2015,LDA,2.0,people like time make don work way company need said
857,2015,LDA,3.0,app users google facebook apps mobile new twitter user content
858,2015,LDA,4.0,mobile marketing service company customers business online said content services
859,2015,LDA,5.0,percent year million company billion market said revenue china sales
860,2015,LDA,6.0,apple microsoft new windows android device phone watch devices iphone
861,2015,LDA,7.0,game games like new play gaming players image credit said
862,2015,NMF,0.0,like people time make work don new want said way
863,2015,NMF,1.0,game games players gaming play nintendo mobile playstation xbox gamesbeat
864,2015,NMF,2.0,app mobile apps users android ios user store developers phone
865,2015,NMF,3.0,apple watch iphone music tv new streaming device ipad samsung
866,2015,NMF,4.0,google android search chrome maps cloud new project play web
867,2015,NMF,5.0,million company funding round capital raised billion ventures investors year
868,2015,NMF,6.0,microsoft windows xbox office new cloud build operating phone pc
869,2015,NMF,7.0,data marketing cloud customer customers analytics security companies mobile information
870,2015,NMF,8.0,facebook twitter video content social ad ads users live media
871,2015,LDA,0.0,data cloud security technology said software companies information use services
872,2015,LDA,1.0,company million startup capital funding new companies round investors raised
873,2015,LDA,2.0,marketing companies business company technology team tech customer product work
874,2015,LDA,3.0,app users google facebook mobile apps content new twitter user
875,2015,LDA,4.0,percent mobile company million year said billion market revenue china
876,2015,LDA,5.0,apple watch music iphone tv new samsung devices ios device
877,2015,LDA,6.0,microsoft new windows android google amazon phone device available company
878,2015,LDA,7.0,like people time don make want way going really ll
879,2015,LDA,8.0,game games new gaming play players said image vr xbox
880,2015,NMF,0.0,people like time make work don want said way new
881,2015,NMF,1.0,game games players gaming play nintendo mobile xbox playstation gamesbeat
882,2015,NMF,2.0,app mobile apps users android ios user store developers phone
883,2015,NMF,3.0,apple watch iphone device ipad new tv samsung music ios
884,2015,NMF,4.0,google android search chrome maps project new cloud play web
885,2015,NMF,5.0,million company funding round capital raised billion ventures investors startup
886,2015,NMF,6.0,microsoft windows xbox office new cloud build operating phone pc
887,2015,NMF,7.0,data marketing cloud customer customers analytics security companies mobile information
888,2015,NMF,8.0,facebook twitter social ads ad video users content live people
889,2015,NMF,9.0,amazon music service tv streaming video content netflix spotify services
890,2015,LDA,0.0,data google cloud software security said company new information use
891,2015,LDA,1.0,companies technology business new industry company tech said world com
892,2015,LDA,2.0,company million startup capital funding companies round investors new raised
893,2015,LDA,3.0,mobile marketing percent customers customer ad sales company business data
894,2015,LDA,4.0,service music new amazon company tv uber services streaming car
895,2015,LDA,5.0,game games gaming year players mobile said new play million
896,2015,LDA,6.0,microsoft windows new update office xbox company version release features
897,2015,LDA,7.0,like people time make don want ll way going lot
898,2015,LDA,8.0,facebook content twitter users video social vr people media new
899,2015,LDA,9.0,app apple apps android new device phone watch ios mobile
900,2016,NMF,0.0,company million companies said data startup business technology new year
901,2016,NMF,1.0,game games players gaming pc nintendo xbox pokémon play gamesbeat
902,2016,NMF,2.0,app google facebook users apps mobile android bot twitter bots
903,2016,NMF,3.0,vr oculus virtual reality headset vive rift htc samsung ar
904,2016,NMF,4.0,apple iphone ios watch music tv samsung new app devices
